video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"vi0rcYGZD3o","일본여행 첫날부터 눈 마주치는 음식 전부 먹는 브이로그","2025-04-20T11:00:49Z","UC0JzvO3F90Bur0_B2VfvUIQ","이자반","22","25.22.04","이자반|이자반 먹방|먹방|먹방 브이로그|일본|일본여행|일본여행 브이로그|브이로그|vlog|일상브이로그|여행|여행브이로그|이자반 여행|이자반 일본|오사카|도톤보리|메론빵|라멘|킨류라멘","196253","0","0","601","https://i.ytimg.com/vi/vi0rcYGZD3o/default.jpg","False","True","안녕하세요? 이자반입니다.다이어트가 끝나자마자 일본으로 떠났습니다.한달간 제 알고리즘엔 각종 먹방 영상들로 가득했는데요, 특히 그 중 가장 많은 비중을 차지했던 영상이다름아닌 일본 음식들의 소개 영상이었습니다.워낙 일본이란 나라를 좋아하기에,졸업 여행 느낌으로 다시금 찾았는데요그 첫 행선지는 바로 오사카입니다.스포를 하나 하자면 현재 도쿄에 와 있구요,자그마한 단칸방에서 온종일 편집했습니다.(알아달라는거 맞는것같아요. 감사합니다.)이제 일본여행 영상들이 쭉 올라갈텐데,열심히 편집해서 자주자주 찾아뵙겠습니다.언제나 좋아해주시고 격려해주시고 응원해주시고많은 사랑 보내주시는 많은 분들께 감사의 말씀 전합니다.감사랑합니다!비즈니스 이메일dragonizi@sandboxnetwork.net촬영장비오즈모 액션 5 프로노트북 레노버 아이디어패드방문한 식당1번 라멘 - 무겐 라멘https://maps.app.goo.gl/mpcjMexgZesQ3PUX92번 라멘 - 킨류라멘 미도스지점(본점보다 맛있습니다)https://maps.app.goo.gl/WCxPMwnSCWHBtLXJA타코야키 - 타코야키 와나카 도톤보리https://maps.app.goo.gl/Y7t7caAfytfMq5oQ8회전초밥 - 대기수산회전초밥 도톤보리점https://maps.app.goo.gl/PtJbcjor6vMmj9hy9메론빵 - 멜론 브레드https://maps.app.goo.gl/nsLyAFb49BwFFYSA9오코노미야키 & 야키소바 - 오코노미야키 이자카야 현https://maps.app.goo.gl/yPSnQwqHgFnu5esV9착장 174/73모자 https://kream.co.kr/products/349075?fetchRelated=true 7 3/4사이즈아우터 유먼트 트러커자켓(현재 품절, 재발매일정 없는것으로 앎)두번째아우터 아크테릭스 바람막이(SV라고 쓰여있는데, 5년도 더 전에 아부지께 물려받은거라 정보없음)상의 아디다스 져지 https://kream.co.kr/products/318673 L사이즈(살짝 작음)두번째 유먼트 https://youmant.com/product/%EA%B5%AC%EB%94%94%EC%85%98%EC%B6%94%EC%B2%9C%EC%8A%AC%EB%A6%BC%ED%95%8F%EC%A3%BC%EB%AC%B8%ED%8F%AD%EC%A3%BC-jace-raglan-slim-longsleeve/2104/category/25/display/1/ 블랙하의 https://youmant.com/product/6%EC%B0%A8-%EC%9E%AC%EC%9E%85%EA%B3%A0-label-work-pants-charcoal/1830/category/185/display/1/ 차콜 L사이즈신발 나이키 필드제너럴 280양말 할아버지가주신거 장목양말팬티 뭐입었더라 기억안남반지 https://www.musinsa.com/products/4330881 블랙그리고 채우닭 이벤트는 곧 발표하겠습니다. 감사합니다!"
"ekjqHG8Lu9k","롯데가 잘해서 들뜬 이대호의 올시즌 재예측ㅋㅋㅋㅋㅋㅋ","2025-04-21T10:00:04Z","UCPoTjCZvUOkECBNm6ezsVEA","이대호 [RE:DAEHO]","17","25.22.04","이대호|롯데|한화|예측|시즌|kbo|순위|기아|삼성|lg|임찬규|홈런|노시환|김영웅|강백호|kt|투수|타자","382805","0","0","779","https://i.ytimg.com/vi/ekjqHG8Lu9k/default.jpg","False","True","퍼가실 때 본문에 출처와 링크를 꼭 기입해주세요비지니스 문의 : REDAEHO2023@gmail.com"
"hoYkaoF_lGE","[예고] 너 뭐 돼? 학씨 아저씨로 대세가 된 배우 최대훈! 하지만 현실에서는 사실 관식이?!#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.290","2025-04-20T10:58:20Z","UC920m3pMPH45qztdhppZhwA","유 퀴즈 온 더 튜브","24","25.22.04","유재석|유퀴즈온더블럭|조세호|티빙에서스트리밍","965047","0","0","658","https://i.ytimg.com/vi/hoYkaoF_lGE/default.jpg","False","True","티빙에서 스트리밍 : https://tving.onelink.me/xHqC/30a78d6f유 퀴즈 온 더 블럭[수] 저녁 8: 45 tvN#티빙에서스트리밍"
"3veRj6plb1c","'기습 번트+3출루' 이정후… 코치도 웃게 만들었다 #SPOTIME","2025-04-19T04:38:14Z","UCnXNukjRxXGD8aeZGRV-lYg","스포타임","17","25.22.04","이정후|이정후 활약|이정후 활약상|이정후 하이라이트|이정후 번트|이정후 안타|이정후 기습 번트|이정후 이슈 이정후|이정후 대타|이정후 2루타|이정후 타점|이정후 적시타|이정후 이슈|이정후 경기|샌프란시스코 경기|SF 경기|샌프란시스코 하이라이트|이정후 홈런|이정후 경기 하이라이트|이정후 경기 보기|샌프란시스코 경기 보기|이정후 경기 활약|이정후 MLB|MLB 경기|메이저리그 경기|MLB 경기 하이라이트|MLB 하이라이트|메이저리그 경기 하이라이트|이정후 메이저리그|이정후 메이저리그 하이라이트|샌프란시스코 경기 하이라이트|이정후 경기 다시보기","2442559","0","0","1906","https://i.ytimg.com/vi/3veRj6plb1c/default.jpg","False","True","#이정후 #기습번트 #활약상 #샌프란시스코이정후가 미친 기습번트를 보였습니다자세한 내용은 영상으로 확인하시죠~👇 2025 MLB 시청하기 👇SPOTV NOW 💻📱 ☞ https://spotv.net/mlbSPOTV PRIME 📺👀 ☞  https://www.spotvprime.co.kr/channel"
"rTZmmk5NHGU","[SUB] 여러분 믿으면 안 돼요 vs 저는 진실을 얘기했어요 엔시티 위시의 폭로전(?) | 아이돌 인간극장","2025-04-19T12:00:06Z","UCru-NhkqWnxg7-b5Q579YfA","아이돌 인간극장","10","25.22.04","KBS|KBSKPOP|StudioK|케이비에스|케이팝|스튜디오케이|스튜디오K|아이돌 인간극장|아이돌 인생극장|아인극|인간극장|아이돌인간극장|하이퍼 페이크 리얼리티|아이돌인생극장|NCT WISH|엔시티 위시|엔위시|시온|리쿠|유우시|재희|료|사쿠야|SION|RIKU|YUSHI|JAEHEE|RYO|SAKUYA|NCT WISH poppop|poppop|NCT WISH comeback|아인극 엔위시|아이돌 인간극장 엔시티위시|아이돌 극장|엔시티위시 인간극장|엔시티위시 인생극장|엔위시 인간극장|엔위시 컴백","343709","0","0","1489","https://i.ytimg.com/vi/rTZmmk5NHGU/default.jpg","False","True","#nctwish #poppop #아이돌인간극장거침없는 폭로전과 자존심을 건 허벅지 씨름까지😵‍💫엔시티 위시가 왜 이리 무리해대본 없는 리얼(?) 다큐 [아이돌 인간극장]에 오신 여러분모두 환영합니다🎉Everyone, welcome to real (?) documentary no script [Idol Human Theater]🎉 More from #KBSKPOPTwitter:      https://twitter.com/idolhumandocuInstagram: https://www.instagram.com/kbs_kpop_official/🎥제작 : STUDIO K📩비즈니스 문의 : officialstudiokk@gmail.comCopyright ⓒ KBS. All rights reserved. 무단 전재, 재배포 및 이용(AI 학습 포함) 금지"
"bQH_Lb_8Hg8","장구의 신 '박서진'이 소개하는 부모님을 위한 사천 삼천포 80평대 단독주택 - 더존하우징 Modern House","2025-04-19T23:35:01Z","UCDRnP-tyuGa2059U5D1ASoQ","더존하우징","26","25.22.04","더존하우징|전원주택|목조주택|모던주택|모던하우스|단독주택|주택설계|경량목구조|목구조|주택|전원주택단지|주택단지|하우스|주택회사|시공|home|house|하우징|모던|세미모던|온라인집들이|home tour|모던스타일|집짓기|마당|주말주택|세컨하우스|주택영상|하우스투어|인테리어|골드홈|로하스홈|공간제작소|한글주택|한다움|걸리버하우스|윤성하우징|하우스로그|뜻밖의집|라리홈|박서진|살림남2|400회특집|사천|삼천포|장구의신|현역가왕2|전워주택|고급주택","208847","0","0","221","https://i.ytimg.com/vi/bQH_Lb_8Hg8/default.jpg","False","True","■ 총 면적 : 288.26㎡ / 87.2PY■ 모델번호 : DUJON R43-▶ 시공사례 바로가기 : https://www.dujon.co.kr/SWfw1Kdt-현역가왕2 우승자 '장구의 신' 박서진의 부모님을 위한 주택을 직접 소개합니다살림남에도 소개된 주택으로  박서진과 더존하우징이 함께한 만들어간 주택입니다 많은 관심 부탁드립니다-더존하우징의 주택전시장은  화성 / 안동 / 송산 / 세종 / 창원 / 김포 등전국 각 지역별로 위치해 있습니다 지금 바로 평형대별 모델하우스 관람을 신청해 보세요!-건축비관련 문의는 대표 홈페이지 : https://www.dujon.co.kr 또는 ☎1644-3696으로 건축, 모델하우스 관람 문의 남겨주시기 바랍니다#더존하우징 #박서진 #단독주택 #살림남2 #400회특집 #사천 #삼천포 #장구의신 #현역가왕2 #전원주택 #고급주택 #모던주택"
"UUFJlUy5aA4","아스트로(ASTRO) - 꿈속의 문(Moon) : Memory of the Moon","2025-04-19T09:00:10Z","UCZqY2yIsAM9wh3vvMwKd27g","ASTRO 아스트로","10","25.22.04","ASTRO|아스트로|판타지오뮤직|판타지오|fantagio|fantagioMusic|ASTROPLAY|아스트로플레이|차은우|문빈|진진|엠제이|윤산하|라키|ChaEunWoo|MoonBin|JINJIN|MJ|YoonSanHa|ROCKY|또까|DDOCA|꿈속의문|Memory of the Moon|Moon|비비지|VIVIZ|세븐틴|SEVENTEEN|MONSTAX|몬스타엑스|최유정|김도연|찬희|SF9|방찬|문수아|빌리|Billlie|StrayKids","3203174","0","0","28392","https://i.ytimg.com/vi/UUFJlUy5aA4/default.jpg","False","True","#ASTRO #아스트로 #꿈속의문 #MoonASTRO - 꿈속의 문(Moon) : Memory of the Moonwith VIVIZ (비비지)민혁, 기현, I.M of MONSTA X 호시, 원우, 민규, 도겸, 승관 of SEVENTEENHELLO GLOOM라키최유정김도연찬희 (SF9)방찬 (Stray Kids)문수아 (Billlie)▶ Twitter : http://twitter.com/offclASTRO▶ Facebook : http://facebook.com/offclASTRO▶ Instagram : https://www.instagram.com/officialastro▶ Weibo : http://weibo.com/officialASTRO▶ Fancafe : http://cafe.daum.net/fantagio-boys"
"Fk2o1S6TA14","프로 손절러","2025-04-19T10:00:31Z","UC2fRmj7qqiuD5VXtBO4hh2A","픽고 PICKGO","24","25.22.04","웹드라마|연애|공감|픽고|새로다래|제로슈거소주|새로소주|새로살구|창덕궁|친구0명|아싸|아싸기질|자발적아싸|친구없는사람","632654","0","0","1066","https://i.ytimg.com/vi/Fk2o1S6TA14/default.jpg","False","True","#웹드라마 #아싸 #새로다래새콤달달한 연애 한 번 못해본 창덕궁 다래나무의 염원을 담아새콤달달한 다래를 가득 담은 새로 다래의 이야기가 궁금하다면?▶ https://www.youtube.com/watch?v=oXU6JgOVKnE(이 영상은 롯데칠성음료로부터 제작비를 지원받아 제작되었습니다.)"
"EbZcfvuafZA","이사했습니다. 한국살이 새로운 시작","2025-04-20T06:59:10Z","UCqH1ZFdimCKiDzAMB5tFpTg","파비앙 Fabien Yoon","24","25.22.04","[none]","401022","0","0","2232","https://i.ytimg.com/vi/EbZcfvuafZA/default.jpg","False","True","#서촌 #나혼자산다 #이사한국에서 나의 9번 째 이사..해프닝도 있었고 다사다난했지만좋은 분들과 함께해서 즐겁기도 했어요▶︎ 촬영 :  파비앙▶︎ 기획 : 파비앙▶︎ 편집 : 오소은▶︎ https://www.instagram.com/frenchmonster7▶︎ 방송/광고 문의 : frenchmonster7@naver.com"
"Gw9_huda-y4","나 최신폰 가진 여자야","2025-04-21T09:15:01Z","UCroM00J2ahCN6k-0-oAiDxg","아이네 INE","22","25.22.04","아이네|INE|우왁굳|왁타버스|이세돌|비챤|릴파|징버거|주르르|고세구|버튜버|Vtuber|버츄얼 유튜버|virtual YouTuber","137805","0","0","736","https://i.ytimg.com/vi/Gw9_huda-y4/default.jpg","False","True","250123, 250225, 250405나 최신폰 가진 여자야S25 샀습니다산타를 안 믿었던 아이네아이네 생방송: https://ch.sooplive.co.kr/inehine데친 숙주나물: https://www.youtube.com/@Desuk  아이네 다시보기: https://www.youtube.com/@INE_dasibogi왁물원: https://cafe.naver.com/steamindiegame인스타그램: https://www.instagram.com/ine_hamine"
"JwIkZYKEU_Q","[EN] [밥묵자] 보고만 있어도 아빠미소가 절로 나는 인간 비타민 살아있는 행복 바이러스 츄와 밥 한 끼","2025-04-19T12:00:28Z","UCSc2DcSzzjHgBn8Hg0KG7PA","꼰대희","23","25.22.04","꼰대희|김대희|밥묵자|스케치코미디|먹방|코미디|꽁트|콩트|mukbang|같이묵자|아재개그|아재개그배틀|혼밥묵자","464881","0","0","1216","https://i.ytimg.com/vi/JwIkZYKEU_Q/default.jpg","False","True","* 타인을 비방하는 악의적, 모욕적인 댓글은 사전 고지없이 차단되거나 삭제될 수 있습니다.*비즈니스 문의jdbent001@gmail.com*틱톡https://vt.tiktok.com/ZSJdgRuxJ/*인스타그램https://www.instagram.com/ggondaehee/#꼰대희 #밥묵자 #츄"
